OrderID,CustomerID,Region,Category,Sales,Quantity,Profit,OrderDate
240,2496,East,Furniture,4891.77,4,607.04,18-12-2025
241,4302,South,Electronics,2608.49,4,289.78,05-11-2024
242,3237,North,Electronics,3184.44,8,1005.68,03-04-2024
243,4296,West,Electronics,3386.91,6,690.85,10-07-2024
244,2408,West,Electronics,1875.82,2,-66.38,05-10-2024
245,2400,East,Electronics,3762.89,4,-199.11,13-07-2025
246,2306,South,Furniture,4364.31,1,-165.46,24-02-2024
247,3680,East,Office Supplies,1997.22,3,-70.88,17-01-2024
248,3675,East,Furniture,3319.3,4,430.62,30-11-2024
249,1972,East,Furniture,3809.91,8,319.63,02-03-2024
250,2768,East,Furniture,1031.62,3,66.29,28-09-2025
251,2282,West,Office Supplies,1729.72,5,676.26,26-07-2025
252,4430,West,Office Supplies,633.1,1,1449.31,09-07-2025
253,1709,East,Office Supplies,3050.82,4,73.18,22-11-2024
254,2479,East,Furniture,4024.59,2,226.01,07-05-2024
255,2434,South,Office Supplies,3093.11,4,585.58,14-05-2025
256,1648,East,Electronics,980.94,5,889.43,15-09-2024
257,1317,West,Office Supplies,2777.21,3,820.42,13-12-2025
258,4748,North,Furniture,4191.18,6,686.04,15-09-2025
259,4296,West,Furniture,1583.35,2,1053.36,13-02-2025
260,4890,South,Electronics,4179.99,5,1238.11,22-05-2024
261,2257,West,Office Supplies,3944.65,4,1498.24,31-01-2025
262,1683,North,Office Supplies,206.53,5,591.37,19-12-2025
263,1663,East,Electronics,1273.33,9,1491.43,24-12-2024
264,2998,North,Furniture,2760.42,6,1041.85,13-10-2025
265,4898,East,Furniture,3616.33,7,917.48,14-11-2024
266,4445,East,Office Supplies,4414.6,8,887.46,09-10-2025
267,4743,West,Office Supplies,3241.11,9,1348.27,12-12-2025
268,2631,West,Office Supplies,1963.69,5,1411.49,04-10-2024
269,2495,West,Office Supplies,1004.67,8,103.44,13-10-2025
270,4304,South,Office Supplies,3824.18,2,638.82,23-10-2025
271,4763,West,Furniture,1113.23,9,1400.46,31-03-2024
272,2136,South,Furniture,3507.61,2,449.59,28-11-2025
273,2853,West,Furniture,987.94,5,195.55,22-03-2024
274,2520,East,Furniture,546.16,6,-25.49,19-01-2024
275,3489,South,Electronics,1330.39,4,815.27,13-01-2025
276,1563,North,Furniture,1496.16,8,990.46,06-10-2025
277,2291,South,Electronics,3271.32,3,132.43,03-01-2025
278,4581,South,Furniture,888.33,5,945.18,11-11-2025
279,4878,North,Office Supplies,4658.5,2,1329.35,02-04-2025
280,4457,South,Office Supplies,2816.37,3,214.09,19-01-2024
281,4458,East,Office Supplies,2505.57,8,7.4,09-09-2024
282,4184,West,Electronics,2230,5,1220.22,29-12-2024
283,2636,North,Furniture,2876.35,3,1357.96,11-07-2024
284,4696,West,Furniture,209.99,5,165.27,04-10-2024
285,3999,East,Electronics,4951.42,9,1026.35,18-10-2025
286,4152,North,Electronics,2831.87,3,804.56,04-02-2024
287,1698,West,Electronics,272.46,7,206.63,09-11-2025
288,3160,West,Electronics,2990.89,8,1200.22,31-08-2024
289,1001,East,Electronics,2241.69,5,599.74,07-08-2025
290,1641,West,Office Supplies,217.78,3,990.57,06-10-2025
291,3267,East,Furniture,4629.7,6,312.42,13-03-2024
292,2589,South,Electronics,151.78,3,1186.83,18-09-2025
293,1854,East,Office Supplies,2931.57,9,249.29,23-09-2024
294,2759,South,Electronics,4812.77,2,420.14,29-11-2024
295,4296,North,Office Supplies,1264.26,3,465.5,13-09-2025
296,3432,West,Electronics,1345.48,7,150.93,16-06-2024
297,4474,East,Furniture,102.07,8,1286.43,28-12-2025
298,2661,East,Electronics,425.12,5,-7.07,05-12-2024
299,2153,West,Electronics,319.95,5,757.32,06-04-2024
300,2076,West,Furniture,4131.02,5,1184.06,14-08-2025
301,2707,North,Furniture,4200.01,4,787.54,29-12-2025
302,3777,North,Electronics,3660.83,9,355.72,28-11-2025
303,2695,East,Furniture,1828.45,6,1128.3,04-03-2024
304,2733,North,Furniture,4124.15,8,648.6,01-08-2025
305,2439,South,Office Supplies,2744.9,8,77.12,05-04-2024
306,3294,North,Furniture,1591.12,5,338.67,29-06-2025
307,1835,North,Furniture,2242.66,9,806.3,03-01-2025
308,4510,East,Electronics,422.26,2,919.92,10-12-2024
309,1202,South,Electronics,4730.05,8,731.82,17-03-2025
310,4255,North,Office Supplies,3133.67,3,262.42,26-03-2025
311,1122,South,Electronics,3683.05,7,809.38,21-08-2024
312,1400,South,Furniture,3415.26,9,365.17,05-11-2025
313,1766,South,Furniture,3371.97,5,182.37,05-06-2024
314,1293,West,Furniture,184.58,8,1407.4,28-01-2024
315,3327,West,Electronics,2674.32,4,335.28,16-04-2025
316,4908,West,Furniture,4126.38,1,370.55,03-08-2025
317,3931,West,Furniture,318.14,1,1324.52,02-04-2025
318,4681,East,Office Supplies,4785.21,6,42.58,03-12-2024
319,1197,North,Office Supplies,2178.38,8,793.81,25-02-2025
320,4029,West,Office Supplies,1520.49,2,1132.31,09-01-2025
321,2930,East,Electronics,2705.92,4,265.23,10-10-2025
322,4582,North,Furniture,4025.95,3,1234.94,15-09-2025
323,3799,West,Furniture,2426.3,9,1108.4,25-10-2024
324,3191,North,Furniture,3261.02,3,626.36,25-01-2024
325,1608,West,Office Supplies,2549.58,8,1.82,28-08-2025
326,4272,East,Furniture,3193.23,7,1449.18,06-03-2024
327,2147,South,Furniture,776.35,1,861.19,12-06-2025
328,1186,South,Furniture,289.45,8,679.07,12-09-2025
329,4397,North,Furniture,770.82,9,1305.26,25-01-2025
330,3511,East,Furniture,1500.61,8,516.31,04-10-2024
331,4420,South,Electronics,1341.44,1,758.19,10-01-2024
332,2794,West,Furniture,3114.36,7,1259.3,11-12-2024
333,1659,South,Electronics,2333.86,9,468.05,20-05-2024
334,3811,North,Furniture,290.18,5,1113.07,28-01-2024
335,4002,North,Electronics,270.84,2,235.43,09-04-2024
336,2955,East,Furniture,543.88,8,994.02,05-07-2024
337,3450,North,Furniture,1830.1,9,667.74,27-01-2025
338,2369,South,Furniture,130.3,7,80.34,20-12-2025
339,2986,South,Furniture,2520.54,5,31.21,06-11-2024
340,2534,South,Office Supplies,1867.28,8,578.07,17-09-2024
341,1146,South,Furniture,2821.66,6,1008.44,09-03-2024
342,4219,East,Electronics,3632.04,4,825.6,07-02-2024
343,3911,West,Office Supplies,1329.77,1,1253.03,06-03-2024
344,2734,West,Office Supplies,869.71,6,462.42,19-04-2025
345,2843,East,Furniture,1462.46,8,1234.19,08-05-2025
346,1488,North,Electronics,108.64,3,-137.05,11-04-2025
347,3976,West,Electronics,688.06,7,421.87,04-03-2024
348,2959,North,Office Supplies,3779.07,7,-75.93,26-10-2025
349,2663,West,Electronics,1191.75,9,1362.72,28-06-2024
350,3598,North,Furniture,4972.07,1,608.03,08-11-2025
351,3385,East,Furniture,922.37,5,337.47,08-04-2024
352,3919,South,Furniture,3964.98,8,637.23,20-06-2025
353,1640,North,Furniture,3554.72,3,705.84,30-10-2024
354,2802,South,Furniture,1678.45,5,1238.6,13-03-2024
355,3520,North,Office Supplies,1720.62,1,722.13,30-06-2025
356,2969,North,Furniture,2861.4,9,533.35,22-05-2024
357,3198,North,Furniture,4276.63,4,1434.3,01-08-2024
358,2438,North,Office Supplies,1992.32,5,1446.55,17-12-2025
359,4369,North,Office Supplies,399.78,3,-134.69,31-10-2024
360,2634,South,Office Supplies,1934.65,2,1001.64,17-02-2025
361,1262,North,Electronics,1115.83,7,431.99,29-12-2025
362,2787,South,Electronics,4702.11,5,947.84,10-12-2024
363,3191,East,Furniture,3516.64,3,882.77,20-08-2025
364,3393,West,Furniture,349.08,2,361.18,08-05-2025
365,1623,North,Furniture,1535.64,6,1477.32,11-11-2025
366,2016,West,Electronics,346.06,6,407.09,04-05-2024
367,4643,South,Furniture,4167.08,3,874.37,11-02-2025
368,1880,East,Furniture,4540.85,9,1182.76,23-08-2024
369,3049,East,Electronics,650.17,1,47.29,18-10-2025
370,3944,East,Office Supplies,2257.42,3,310.97,08-09-2025
371,2327,West,Electronics,4666.23,1,138.25,09-12-2024
372,3301,South,Furniture,811.54,7,1129.1,07-10-2025
373,4723,North,Electronics,1530.33,2,1162.05,04-06-2025
374,1452,North,Office Supplies,1590.95,4,235.1,10-06-2025
375,4108,South,Office Supplies,247.29,4,-192.98,04-03-2024
376,2183,West,Office Supplies,277.74,8,519.7,20-11-2025
377,4062,North,Office Supplies,4768.68,4,968.13,16-05-2025
378,3056,South,Office Supplies,2898.35,3,858.25,27-09-2025
379,4304,North,Office Supplies,1602.58,3,557.69,11-01-2024
380,4170,East,Furniture,1955.51,5,313.3,29-08-2025
381,2682,North,Furniture,3602.73,6,606.46,23-09-2025
382,3863,West,Electronics,1895.93,7,-174.33,05-03-2025
383,3255,South,Furniture,1216.03,5,-74.42,27-10-2024
384,2154,West,Office Supplies,599,7,76.55,02-09-2024
385,1403,South,Furniture,3671.77,4,863.19,11-08-2025
386,3199,East,Electronics,984.77,5,171.96,03-04-2024
387,3101,South,Office Supplies,441.28,6,519.74,10-11-2024
388,4191,North,Furniture,2192.08,9,856.4,01-06-2024
389,2696,North,Furniture,293.9,6,1211.98,27-08-2024
390,4991,East,Electronics,4828.49,1,734.42,19-05-2024
391,1627,South,Office Supplies,3173.74,7,101.12,19-08-2025
392,1586,East,Electronics,848.21,3,1417.96,03-08-2024
393,2648,North,Office Supplies,945.03,6,-46.97,04-01-2025
394,2443,West,Office Supplies,2892.16,2,424.1,19-10-2024
395,2445,East,Furniture,1847.17,7,1366.25,28-08-2024
396,1103,West,Electronics,3893.91,1,823.97,18-06-2025
397,4923,West,Electronics,2774.45,2,926.51,16-11-2024
398,1253,South,Electronics,2223.34,9,312.88,14-02-2024
399,4298,East,Office Supplies,4818.6,9,-66.48,08-08-2025
400,4183,West,Electronics,2014.57,7,421.79,05-09-2025
401,3557,West,Office Supplies,2062.99,2,483.67,10-10-2024
402,2496,South,Electronics,3362.28,5,259.46,06-08-2025
403,1098,South,Electronics,4066.45,4,166.33,06-07-2025
404,3200,North,Furniture,3168.45,2,404.36,30-07-2024
405,2884,West,Electronics,3523.19,2,887.01,02-11-2025
406,3961,North,Furniture,1927.36,8,1413.36,27-03-2024
407,2919,West,Furniture,2449.53,5,996.43,07-01-2024
408,1877,North,Office Supplies,1065.47,8,1125.33,03-04-2025
409,1337,South,Electronics,3433.21,2,320.31,01-07-2024
410,4777,East,Electronics,1185.11,2,-22.02,23-11-2024
411,3869,South,Electronics,106.16,3,295.57,25-10-2024
412,4234,North,Furniture,4675.43,8,484.51,01-02-2025
413,4791,North,Electronics,1599.47,8,972.8,14-01-2024
414,1956,East,Office Supplies,1063.5,3,1396.91,09-04-2024
415,2704,West,Office Supplies,1413.92,1,1175.8,17-06-2024
416,1160,North,Electronics,1719.19,7,252.88,19-08-2024
417,2603,North,Furniture,2425.28,4,1194.51,20-04-2024
418,3848,North,Office Supplies,439.82,3,499.97,12-12-2024
419,1397,East,Office Supplies,358.1,5,98.25,05-12-2024
420,2300,South,Furniture,1535.26,6,584.13,05-09-2025
421,1815,North,Office Supplies,1549.25,1,757.47,29-12-2025
422,4987,East,Furniture,676.47,9,1097.79,27-08-2024
423,2527,North,Office Supplies,2083.48,6,394.82,27-08-2024
424,2919,West,Furniture,1491.74,3,49.52,26-09-2024
425,2415,East,Office Supplies,227.67,1,-39.6,23-06-2025
426,2158,North,Electronics,4440.03,9,-8.84,12-10-2024
427,2218,East,Office Supplies,4441.49,2,1415.04,30-11-2024
428,1400,North,Office Supplies,1124.99,6,1417.98,19-07-2025
429,1639,South,Electronics,898.07,6,1446.89,18-03-2025
430,4104,North,Electronics,2781.73,3,314.23,25-12-2025
431,3735,East,Electronics,3190.69,6,125.74,17-05-2025
432,1459,West,Electronics,4791.96,2,1467.55,04-01-2025
433,1954,West,Furniture,1949.01,8,1480.05,29-04-2024
434,4954,West,Furniture,3129.18,1,-66.8,15-03-2024
435,1469,North,Office Supplies,4403.09,6,1079.3,26-02-2025
436,4446,South,Office Supplies,2304.77,1,290.73,10-03-2024
437,2045,North,Office Supplies,699.49,9,1345.81,27-09-2024
438,3797,West,Furniture,1949.49,9,-48.32,11-05-2024
439,2693,East,Office Supplies,769.18,6,1310.58,07-04-2024
440,3085,West,Office Supplies,181.53,6,-195.54,11-04-2024
441,3277,East,Furniture,3782.61,9,687.36,03-03-2025
442,4436,South,Office Supplies,1268.28,5,370.46,15-06-2024
443,1562,East,Furniture,109.83,9,526.47,14-04-2024
444,3485,North,Furniture,4374.92,5,537.43,20-08-2025
445,2799,North,Electronics,2274.57,4,911.13,02-07-2025
446,4354,North,Electronics,1270.41,2,-160.73,17-03-2025
447,3074,East,Furniture,1387.67,2,975.32,02-11-2025
448,1225,North,Furniture,1278.64,1,-162.26,26-09-2025
449,4348,North,Electronics,1053.33,3,114.97,05-10-2025
450,1797,North,Office Supplies,4222.01,1,831.46,22-09-2024
451,4680,South,Office Supplies,934.63,6,-53.06,23-02-2025
452,3331,East,Office Supplies,2853.09,7,1484.54,17-09-2024
